"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"G-7","EMP","TOT","PC_WKGPOP","Q","2013-Q1",67.8872,
"G-7","EMP","TOT","PC_WKGPOP","Q","2013-Q2",67.97382,
"G-7","EMP","TOT","PC_WKGPOP","Q","2013-Q3",68.10829,
"G-7","EMP","TOT","PC_WKGPOP","Q","2013-Q4",68.1703,"B"
"G-7","EMP","TOT","PC_WKGPOP","Q","2014-Q1",68.39277,
"G-7","EMP","TOT","PC_WKGPOP","Q","2014-Q2",68.56249,
"G-7","EMP","TOT","PC_WKGPOP","Q","2014-Q3",68.717,
"G-7","EMP","TOT","PC_WKGPOP","Q","2014-Q4",68.92959,
"G-7","EMP","TOT","PC_WKGPOP","Q","2015-Q1",68.97512,
"G-7","EMP","TOT","PC_WKGPOP","Q","2015-Q2",69.06287,
"G-7","EMP","TOT","PC_WKGPOP","Q","2015-Q3",69.17236,
"G-7","EMP","TOT","PC_WKGPOP","Q","2015-Q4",69.39371,
"G-7","EMP","TOT","PC_WKGPOP","Q","2016-Q1",69.6626,
"G-7","EMP","TOT","PC_WKGPOP","Q","2016-Q2",69.72942,
"G-7","EMP","TOT","PC_WKGPOP","Q","2016-Q3",69.8926,
"G-7","EMP","TOT","PC_WKGPOP","Q","2016-Q4",70.07253,
"G-7","EMP","TOT","PC_WKGPOP","Q","2017-Q1",70.2958,
"G-7","EMP","TOT","PC_WKGPOP","Q","2017-Q2",70.51225,
"G-7","EMP","WOMEN","PC_WKGPOP","Q","2005-Q1",61.36905,
"G-7","EMP","WOMEN","PC_WKGPOP","Q","2005-Q2",61.39591,
"G-7","EMP","WOMEN","PC_WKGPOP","Q","2005-Q3",61.5648,
"G-7","EMP","WOMEN","PC_WKGPOP","Q","2005-Q4",61.54755,
"G-7","EMP","WOMEN","PC_WKGPOP","Q","2006-Q1",61.83226,
"G-7","EMP","WOMEN","PC_WKGPOP","Q","2006-Q2",62.03548,
"G-7","EMP","WOMEN","PC_WKGPOP","Q","2006-Q3",62.24923,
"G-7","EMP","WOMEN","PC_WKGPOP","Q","2006-Q4",62.45028,"B"
"G-7","EMP","WOMEN","PC_WKGPOP","Q","2007-Q1",62.42809,
"G-7","EMP","WOMEN","PC_WKGPOP","Q","2007-Q2",62.45576,
"G-7","EMP","WOMEN","PC_WKGPOP","Q","2007-Q3",62.62643,
"G-7","EMP","WOMEN","PC_WKGPOP","Q","2007-Q4",62.75866,"B"
"G-7","EMP","WOMEN","PC_WKGPOP","Q","2008-Q1",62.80389,
"G-7","EMP","WOMEN","PC_WKGPOP","Q","2008-Q2",62.7923,
"G-7","EMP","WOMEN","PC_WKGPOP","Q","2008-Q3",62.65135,
"G-7","EMP","WOMEN","PC_WKGPOP","Q","2008-Q4",62.54854,
"G-7","EMP","WOMEN","PC_WKGPOP","Q","2009-Q1",62.04459,
"G-7","EMP","WOMEN","PC_WKGPOP","Q","2009-Q2",61.83633,
"G-7","EMP","WOMEN","PC_WKGPOP","Q","2009-Q3",61.60032,
"G-7","EMP","WOMEN","PC_WKGPOP","Q","2009-Q4",61.34362,"B"
"G-7","EMP","WOMEN","PC_WKGPOP","Q","2010-Q1",61.45579,
"G-7","EMP","WOMEN","PC_WKGPOP","Q","2010-Q2",61.39908,
"G-7","EMP","WOMEN","PC_WKGPOP","Q","2010-Q3",61.44345,
"G-7","EMP","WOMEN","PC_WKGPOP","Q","2010-Q4",61.27005,"B"
"G-7","EMP","WOMEN","PC_WKGPOP","Q","2011-Q1",61.51121,"B"
"G-7","EMP","WOMEN","PC_WKGPOP","Q","2011-Q2",61.53433,
"G-7","EMP","WOMEN","PC_WKGPOP","Q","2011-Q3",61.53221,"B"
"G-7","EMP","WOMEN","PC_WKGPOP","Q","2011-Q4",61.49678,
"G-7","EMP","WOMEN","PC_WKGPOP","Q","2012-Q1",61.51947,
"G-7","EMP","WOMEN","PC_WKGPOP","Q","2012-Q2",61.71333,
"G-7","EMP","WOMEN","PC_WKGPOP","Q","2012-Q3",61.79898,
"G-7","EMP","WOMEN","PC_WKGPOP","Q","2012-Q4",61.98279,
"G-7","EMP","WOMEN","PC_WKGPOP","Q","2013-Q1",62.0553,
"G-7","EMP","WOMEN","PC_WKGPOP","Q","2013-Q2",62.19505,
"G-7","EMP","WOMEN","PC_WKGPOP","Q","2013-Q3",62.44242,
"G-7","EMP","WOMEN","PC_WKGPOP","Q","2013-Q4",62.44202,"B"
"G-7","EMP","WOMEN","PC_WKGPOP","Q","2014-Q1",62.70518,
"G-7","EMP","WOMEN","PC_WKGPOP","Q","2014-Q2",62.88129,
"G-7","EMP","WOMEN","PC_WKGPOP","Q","2014-Q3",62.92784,
"G-7","EMP","WOMEN","PC_WKGPOP","Q","2014-Q4",63.22959,
"G-7","EMP","WOMEN","PC_WKGPOP","Q","2015-Q1",63.21749,
"G-7","EMP","WOMEN","PC_WKGPOP","Q","2015-Q2",63.41177,
"G-7","EMP","WOMEN","PC_WKGPOP","Q","2015-Q3",63.46382,
"G-7","EMP","WOMEN","PC_WKGPOP","Q","2015-Q4",63.74187,
"G-7","EMP","WOMEN","PC_WKGPOP","Q","2016-Q1",64.01594,
"G-7","EMP","WOMEN","PC_WKGPOP","Q","2016-Q2",64.0509,
"G-7","EMP","WOMEN","PC_WKGPOP","Q","2016-Q3",64.33615,
"G-7","EMP","WOMEN","PC_WKGPOP","Q","2016-Q4",64.54329,
"G-7","EMP","WOMEN","PC_WKGPOP","Q","2017-Q1",64.77397,
"G-7","EMP","WOMEN","PC_WKGPOP","Q","2017-Q2",65.01858,
"EA19","EMP","MEN","THND_PER","A","1998",71064.5,
"EA19","EMP","MEN","THND_PER","A","1999",72057.4,"B"
"EA19","EMP","MEN","THND_PER","A","2000",73235.7,
"EA19","EMP","MEN","THND_PER","A","2001",74147,
"EA19","EMP","MEN","THND_PER","A","2002",74381.1,"B"
"EA19","EMP","MEN","THND_PER","A","2003",76433,
"EA19","EMP","MEN","THND_PER","A","2004",76459,"B"
"EA19","EMP","MEN","THND_PER","A","2005",78825.35,
"EA19","EMP","MEN","THND_PER","A","2006",80064.38,
"EA19","EMP","MEN","THND_PER","A","2007",81297.15,
"EA19","EMP","MEN","THND_PER","A","2008",81597.33,
"EA19","EMP","MEN","THND_PER","A","2009",79086.77,
"EA19","EMP","MEN","THND_PER","A","2010",77831.48,
"EA19","EMP","MEN","THND_PER","A","2011",77634.1,
"EA19","EMP","MEN","THND_PER","A","2012",76850.5,
"EA19","EMP","MEN","THND_PER","A","2013",76141.95,
"EA19","EMP","MEN","THND_PER","A","2014",76765.85,
"EA19","EMP","MEN","THND_PER","A","2015",77518.52,
"EA19","EMP","MEN","THND_PER","A","2016",78897.5,
"EA19","EMP","TOT","THND_PER","A","1998",120481,
"EA19","EMP","TOT","THND_PER","A","1999",123042.8,"B"
"EA19","EMP","TOT","THND_PER","A","2000",125694.6,
"EA19","EMP","TOT","THND_PER","A","2001",127882.8,
"EA19","EMP","TOT","THND_PER","A","2002",129041,"B"
"EA19","EMP","TOT","THND_PER","A","2003",133837,
"EA19","EMP","TOT","THND_PER","A","2004",134593,"B"
"EA19","EMP","TOT","THND_PER","A","2005",139775,
"EA19","EMP","TOT","THND_PER","A","2006",142542.7,
"EA19","EMP","TOT","THND_PER","A","2007",145354,
"EA19","EMP","TOT","THND_PER","A","2008",146758.6,
"EA19","EMP","TOT","THND_PER","A","2009",143819.7,
"EA19","EMP","TOT","THND_PER","A","2010",142197.5,
"EA19","EMP","TOT","THND_PER","A","2011",142295.8,
"EA19","EMP","TOT","THND_PER","A","2012",141456.7,
"EA19","EMP","TOT","THND_PER","A","2013",140669.6,
"EA19","EMP","TOT","THND_PER","A","2014",142078.3,
"EA19","EMP","TOT","THND_PER","A","2015",143558.7,
"EA19","EMP","TOT","THND_PER","A","2016",146053.3,
"EA19","EMP","WOMEN","THND_PER","A","1998",49416.5,
"EA19","EMP","WOMEN","THND_PER","A","1999",50985.4,"B"
"EA19","EMP","WOMEN","THND_PER","A","2000",52458.9,
"EA19","EMP","WOMEN","THND_PER","A","2001",53735.8,
"EA19","EMP","WOMEN","THND_PER","A","2002",54659.9,"B"
"EA19","EMP","WOMEN","THND_PER","A","2003",57404,
"EA19","EMP","WOMEN","THND_PER","A","2004",58134,"B"
"EA19","EMP","WOMEN","THND_PER","A","2005",60949.68,
"EA19","EMP","WOMEN","THND_PER","A","2006",62478.3,
"EA19","EMP","WOMEN","THND_PER","A","2007",64056.82,
"EA19","EMP","WOMEN","THND_PER","A","2008",65161.27,
"EA19","EMP","WOMEN","THND_PER","A","2009",64732.85,
"EA19","EMP","WOMEN","THND_PER","A","2010",64366.05,
"EA19","EMP","WOMEN","THND_PER","A","2011",64661.68,
"EA19","EMP","WOMEN","THND_PER","A","2012",64606.13,
"EA19","EMP","WOMEN","THND_PER","A","2013",64527.68,
"EA19","EMP","WOMEN","THND_PER","A","2014",65312.43,
"EA19","EMP","WOMEN","THND_PER","A","2015",66040.1,
"EA19","EMP","WOMEN","THND_PER","A","2016",67155.88,
"EA19","EMP","MEN","PC_WKGPOP","A","2005",71.625,
"EA19","EMP","MEN","PC_WKGPOP","A","2006",72.4,
"EA19","EMP","MEN","PC_WKGPOP","A","2007",73.15,
"EA19","EMP","MEN","PC_WKGPOP","A","2008",73.075,
"EA19","EMP","MEN","PC_WKGPOP","A","2009",70.825,
"EA19","EMP","MEN","PC_WKGPOP","A","2010",70.175,
"EA19","EMP","MEN","PC_WKGPOP","A","2011",70.05,
"EA19","EMP","MEN","PC_WKGPOP","A","2012",69.275,
"EA19","EMP","MEN","PC_WKGPOP","A","2013",68.7,
"EA19","EMP","MEN","PC_WKGPOP","A","2014",68.95,
"EA19","EMP","MEN","PC_WKGPOP","A","2015",69.6,
"EA19","EMP","MEN","PC_WKGPOP","A","2016",70.5,
"EA19","EMP","TOT","PC_WKGPOP","A","2005",63.575,
"EA19","EMP","TOT","PC_WKGPOP","A","2006",64.525,
"EA19","EMP","TOT","PC_WKGPOP","A","2007",65.5,
"EA19","EMP","TOT","PC_WKGPOP","A","2008",65.825,
"EA19","EMP","TOT","PC_WKGPOP","A","2009",64.425,
"EA19","EMP","TOT","PC_WKGPOP","A","2010",64.05,
"EA19","EMP","TOT","PC_WKGPOP","A","2011",64.15,
"EA19","EMP","TOT","PC_WKGPOP","A","2012",63.725,
"EA19","EMP","TOT","PC_WKGPOP","A","2013",63.45,
"EA19","EMP","TOT","PC_WKGPOP","A","2014",63.8,
"EA19","EMP","TOT","PC_WKGPOP","A","2015",64.45,
"EA19","EMP","TOT","PC_WKGPOP","A","2016",65.4,
"EA19","EMP","WOMEN","PC_WKGPOP","A","2005",55.525,
"EA19","EMP","WOMEN","PC_WKGPOP","A","2006",56.7,
"EA19","EMP","WOMEN","PC_WKGPOP","A","2007",57.85,
"EA19","EMP","WOMEN","PC_WKGPOP","A","2008",58.575,
"EA19","EMP","WOMEN","PC_WKGPOP","A","2009",58.1,
"EA19","EMP","WOMEN","PC_WKGPOP","A","2010",57.95,
"EA19","EMP","WOMEN","PC_WKGPOP","A","2011",58.25,
"EA19","EMP","WOMEN","PC_WKGPOP","A","2012",58.225,
"EA19","EMP","WOMEN","PC_WKGPOP","A","2013",58.25,
"EA19","EMP","WOMEN","PC_WKGPOP","A","2014",58.725,
"EA19","EMP","WOMEN","PC_WKGPOP","A","2015",59.4,
"EA19","EMP","WOMEN","PC_WKGPOP","A","2016",60.325,
"EA19","EMP","MEN","THND_PER","Q","2005-Q1",78420.47,
"EA19","EMP","MEN","THND_PER","Q","2005-Q2",78675.93,
"EA19","EMP","MEN","THND_PER","Q","2005-Q3",78967.44,
"EA19","EMP","MEN","THND_PER","Q","2005-Q4",79251.73,
"EA19","EMP","MEN","THND_PER","Q","2006-Q1",79595.59,
"EA19","EMP","MEN","THND_PER","Q","2006-Q2",79893.64,
"EA19","EMP","MEN","THND_PER","Q","2006-Q3",80189.84,
"EA19","EMP","MEN","THND_PER","Q","2006-Q4",80525.7,
"EA19","EMP","MEN","THND_PER","Q","2007-Q1",80875.39,
"EA19","EMP","MEN","THND_PER","Q","2007-Q2",81190.46,
"EA19","EMP","MEN","THND_PER","Q","2007-Q3",81407.78,
"EA19","EMP","MEN","THND_PER","Q","2007-Q4",81535.5,
"EA19","EMP","MEN","THND_PER","Q","2008-Q1",82102.41,
"EA19","EMP","MEN","THND_PER","Q","2008-Q2",81816.22,
"EA19","EMP","MEN","THND_PER","Q","2008-Q3",81485.63,
"EA19","EMP","MEN","THND_PER","Q","2008-Q4",80809.07,
"EA19","EMP","MEN","THND_PER","Q","2009-Q1",80129.77,
"EA19","EMP","MEN","THND_PER","Q","2009-Q2",79378.05,
"EA19","EMP","MEN","THND_PER","Q","2009-Q3",78687.05,
"EA19","EMP","MEN","THND_PER","Q","2009-Q4",78390.19,
"EA19","EMP","MEN","THND_PER","Q","2010-Q1",77982.16,
"EA19","EMP","MEN","THND_PER","Q","2010-Q2",77877.55,
"EA19","EMP","MEN","THND_PER","Q","2010-Q3",77819.32,
"EA19","EMP","MEN","THND_PER","Q","2010-Q4",77751.98,
"EA19","EMP","MEN","THND_PER","Q","2011-Q1",77804.27,
"EA19","EMP","MEN","THND_PER","Q","2011-Q2",77736.52,
"EA19","EMP","MEN","THND_PER","Q","2011-Q3",77548.38,
"EA19","EMP","MEN","THND_PER","Q","2011-Q4",77378.31,
"EA19","EMP","MEN","THND_PER","Q","2012-Q1",77203.11,
"EA19","EMP","MEN","THND_PER","Q","2012-Q2",76891.09,
"EA19","EMP","MEN","THND_PER","Q","2012-Q3",76761.19,
"EA19","EMP","MEN","THND_PER","Q","2012-Q4",76491.16,
"EA19","EMP","MEN","THND_PER","Q","2013-Q1",76198.25,
"EA19","EMP","MEN","THND_PER","Q","2013-Q2",76202.86,
"EA19","EMP","MEN","THND_PER","Q","2013-Q3",76076.23,
"EA19","EMP","MEN","THND_PER","Q","2013-Q4",76222.93,
"EA19","EMP","MEN","THND_PER","Q","2014-Q1",76427.76,
"EA19","EMP","MEN","THND_PER","Q","2014-Q2",76647.66,
"EA19","EMP","MEN","THND_PER","Q","2014-Q3",76871.15,
"EA19","EMP","MEN","THND_PER","Q","2014-Q4",77038.6,
"EA19","EMP","MEN","THND_PER","Q","2015-Q1",77198.38,
"EA19","EMP","MEN","THND_PER","Q","2015-Q2",77345.73,
"EA19","EMP","MEN","THND_PER","Q","2015-Q3",77702.64,
"EA19","EMP","MEN","THND_PER","Q","2015-Q4",78001.31,
"EA19","EMP","MEN","THND_PER","Q","2016-Q1",78450.89,
"EA19","EMP","MEN","THND_PER","Q","2016-Q2",78757.33,
"EA19","EMP","MEN","THND_PER","Q","2016-Q3",79016.13,
"EA19","EMP","MEN","THND_PER","Q","2016-Q4",79308.7,
"EA19","EMP","MEN","THND_PER","Q","2017-Q1",79545.55,
"EA19","EMP","MEN","THND_PER","Q","2017-Q2",79862.16,
"EA19","EMP","TOT","THND_PER","Q","2005-Q1",139018.4,
"EA19","EMP","TOT","THND_PER","Q","2005-Q2",139478.8,
"EA19","EMP","TOT","THND_PER","Q","2005-Q3",140002.8,
"EA19","EMP","TOT","THND_PER","Q","2005-Q4",140604.2,
"EA19","EMP","TOT","THND_PER","Q","2006-Q1",141440.7,
"EA19","EMP","TOT","THND_PER","Q","2006-Q2",142200.3,
"EA19","EMP","TOT","THND_PER","Q","2006-Q3",142834.7,
"EA19","EMP","TOT","THND_PER","Q","2006-Q4",143566.4,
"EA19","EMP","TOT","THND_PER","Q","2007-Q1",144248.9,
"EA19","EMP","TOT","THND_PER","Q","2007-Q2",145036.9,
"EA19","EMP","TOT","THND_PER","Q","2007-Q3",145731.3,
"EA19","EMP","TOT","THND_PER","Q","2007-Q4",146153.7,
"EA19","EMP","TOT","THND_PER","Q","2008-Q1",147086,
"EA19","EMP","TOT","THND_PER","Q","2008-Q2",146853.4,
"EA19","EMP","TOT","THND_PER","Q","2008-Q3",146835.9,
"EA19","EMP","TOT","THND_PER","Q","2008-Q4",146038.5,
"EA19","EMP","TOT","THND_PER","Q","2009-Q1",145093.7,
"EA19","EMP","TOT","THND_PER","Q","2009-Q2",144234,
"EA19","EMP","TOT","THND_PER","Q","2009-Q3",143194.2,
"EA19","EMP","TOT","THND_PER","Q","2009-Q4",143033.4,
"EA19","EMP","TOT","THND_PER","Q","2010-Q1",142400.4,
"EA19","EMP","TOT","THND_PER","Q","2010-Q2",142185.2,
"EA19","EMP","TOT","THND_PER","Q","2010-Q3",142204.3,
"EA19","EMP","TOT","THND_PER","Q","2010-Q4",142167.9,
"EA19","EMP","TOT","THND_PER","Q","2011-Q1",142350.3,
"EA19","EMP","TOT","THND_PER","Q","2011-Q2",142498.5,
"EA19","EMP","TOT","THND_PER","Q","2011-Q3",142216.4,
"EA19","EMP","TOT","THND_PER","Q","2011-Q4",142073.8,
"EA19","EMP","TOT","THND_PER","Q","2012-Q1",141869.5,
"EA19","EMP","TOT","THND_PER","Q","2012-Q2",141523.2,
"EA19","EMP","TOT","THND_PER","Q","2012-Q3",141391.4,
"EA19","EMP","TOT","THND_PER","Q","2012-Q4",141017,
"EA19","EMP","TOT","THND_PER","Q","2013-Q1",140643.5,
"EA19","EMP","TOT","THND_PER","Q","2013-Q2",140656.6,
"EA19","EMP","TOT","THND_PER","Q","2013-Q3",140693.6,
"EA19","EMP","TOT","THND_PER","Q","2013-Q4",140866.4,
"EA19","EMP","TOT","THND_PER","Q","2014-Q1",141490.3,
"EA19","EMP","TOT","THND_PER","Q","2014-Q2",141858.3,
"EA19","EMP","TOT","THND_PER","Q","2014-Q3",142219.4,
"EA19","EMP","TOT","THND_PER","Q","2014-Q4",142663.4,
"EA19","EMP","TOT","THND_PER","Q","2015-Q1",142871.9,
"EA19","EMP","TOT","THND_PER","Q","2015-Q2",143301.2,
"EA19","EMP","TOT","THND_PER","Q","2015-Q3",143828.7,
"EA19","EMP","TOT","THND_PER","Q","2015-Q4",144410,
"EA19","EMP","TOT","THND_PER","Q","2016-Q1",145269.4,
"EA19","EMP","TOT","THND_PER","Q","2016-Q2",145724,
"EA19","EMP","TOT","THND_PER","Q","2016-Q3",146318.2,
"EA19","EMP","TOT","THND_PER","Q","2016-Q4",146823.3,
"EA19","EMP","TOT","THND_PER","Q","2017-Q1",147207.8,
"EA19","EMP","TOT","THND_PER","Q","2017-Q2",147830.5,
"EA19","EMP","WOMEN","THND_PER","Q","2005-Q1",60597.92,
"EA19","EMP","WOMEN","THND_PER","Q","2005-Q2",60802.84,
"EA19","EMP","WOMEN","THND_PER","Q","2005-Q3",61035.41,
"EA19","EMP","WOMEN","THND_PER","Q","2005-Q4",61352.51,
"EA19","EMP","WOMEN","THND_PER","Q","2006-Q1",61845.11,
"EA19","EMP","WOMEN","THND_PER","Q","2006-Q2",62306.65,
"EA19","EMP","WOMEN","THND_PER","Q","2006-Q3",62644.9,
"EA19","EMP","WOMEN","THND_PER","Q","2006-Q4",63040.73,
"EA19","EMP","WOMEN","THND_PER","Q","2007-Q1",63373.48,
"EA19","EMP","WOMEN","THND_PER","Q","2007-Q2",63846.41,
"EA19","EMP","WOMEN","THND_PER","Q","2007-Q3",64323.55,
"EA19","EMP","WOMEN","THND_PER","Q","2007-Q4",64618.21,
"EA19","EMP","WOMEN","THND_PER","Q","2008-Q1",64983.58,
"EA19","EMP","WOMEN","THND_PER","Q","2008-Q2",65037.17,
"EA19","EMP","WOMEN","THND_PER","Q","2008-Q3",65350.28,
"EA19","EMP","WOMEN","THND_PER","Q","2008-Q4",65229.41,
"EA19","EMP","WOMEN","THND_PER","Q","2009-Q1",64963.93,
"EA19","EMP","WOMEN","THND_PER","Q","2009-Q2",64855.93,
"EA19","EMP","WOMEN","THND_PER","Q","2009-Q3",64507.18,
"EA19","EMP","WOMEN","THND_PER","Q","2009-Q4",64643.21,
"EA19","EMP","WOMEN","THND_PER","Q","2010-Q1",64418.25,
"EA19","EMP","WOMEN","THND_PER","Q","2010-Q2",64307.61,
"EA19","EMP","WOMEN","THND_PER","Q","2010-Q3",64385.01,
"EA19","EMP","WOMEN","THND_PER","Q","2010-Q4",64415.91,
"EA19","EMP","WOMEN","THND_PER","Q","2011-Q1",64546.02,
"EA19","EMP","WOMEN","THND_PER","Q","2011-Q2",64762.02,
"EA19","EMP","WOMEN","THND_PER","Q","2011-Q3",64668.03,
"EA19","EMP","WOMEN","THND_PER","Q","2011-Q4",64695.46,
"EA19","EMP","WOMEN","THND_PER","Q","2012-Q1",64666.36,
"EA19","EMP","WOMEN","THND_PER","Q","2012-Q2",64632.06,
"EA19","EMP","WOMEN","THND_PER","Q","2012-Q3",64630.23,
"EA19","EMP","WOMEN","THND_PER","Q","2012-Q4",64525.8,
"EA19","EMP","WOMEN","THND_PER","Q","2013-Q1",64445.21,
"EA19","EMP","WOMEN","THND_PER","Q","2013-Q2",64453.78,
"EA19","EMP","WOMEN","THND_PER","Q","2013-Q3",64617.4,
"EA19","EMP","WOMEN","THND_PER","Q","2013-Q4",64643.49,
"EA19","EMP","WOMEN","THND_PER","Q","2014-Q1",65062.56,
"EA19","EMP","WOMEN","THND_PER","Q","2014-Q2",65210.58,
"EA19","EMP","WOMEN","THND_PER","Q","2014-Q3",65348.25,
"EA19","EMP","WOMEN","THND_PER","Q","2014-Q4",65624.77,
"EA19","EMP","WOMEN","THND_PER","Q","2015-Q1",65673.55,
"EA19","EMP","WOMEN","THND_PER","Q","2015-Q2",65955.45,
"EA19","EMP","WOMEN","THND_PER","Q","2015-Q3",66126.03,
"EA19","EMP","WOMEN","THND_PER","Q","2015-Q4",66408.73,
"EA19","EMP","WOMEN","THND_PER","Q","2016-Q1",66818.52,
"EA19","EMP","WOMEN","THND_PER","Q","2016-Q2",66966.68,
"EA19","EMP","WOMEN","THND_PER","Q","2016-Q3",67302.03,
"EA19","EMP","WOMEN","THND_PER","Q","2016-Q4",67514.55,
"EA19","EMP","WOMEN","THND_PER","Q","2017-Q1",67662.28,
"EA19","EMP","WOMEN","THND_PER","Q","2017-Q2",67968.38,
"EA19","EMP","MEN","PC_WKGPOP","Q","2005-Q1",71.44922,
"EA19","EMP","MEN","PC_WKGPOP","Q","2005-Q2",71.51509,
"EA19","EMP","MEN","PC_WKGPOP","Q","2005-Q3",71.63523,
"EA19","EMP","MEN","PC_WKGPOP","Q","2005-Q4",71.84612,
"EA19","EMP","MEN","PC_WKGPOP","Q","2006-Q1",72.06972,
"EA19","EMP","MEN","PC_WKGPOP","Q","2006-Q2",72.32671,
"EA19","EMP","MEN","PC_WKGPOP","Q","2006-Q3",72.5238,
"EA19","EMP","MEN","PC_WKGPOP","Q","2006-Q4",72.67033,
"EA19","EMP","MEN","PC_WKGPOP","Q","2007-Q1",72.89806,
"EA19","EMP","MEN","PC_WKGPOP","Q","2007-Q2",73.17244,
"EA19","EMP","MEN","PC_WKGPOP","Q","2007-Q3",73.30556,
"EA19","EMP","MEN","PC_WKGPOP","Q","2007-Q4",73.30165,
"EA19","EMP","MEN","PC_WKGPOP","Q","2008-Q1",73.37421,
"EA19","EMP","MEN","PC_WKGPOP","Q","2008-Q2",73.28805,
"EA19","EMP","MEN","PC_WKGPOP","Q","2008-Q3",73.1322,
"EA19","EMP","MEN","PC_WKGPOP","Q","2008-Q4",72.62064,
"EA19","EMP","MEN","PC_WKGPOP","Q","2009-Q1",71.55492,
"EA19","EMP","MEN","PC_WKGPOP","Q","2009-Q2",70.89841,
"EA19","EMP","MEN","PC_WKGPOP","Q","2009-Q3",70.46184,
"EA19","EMP","MEN","PC_WKGPOP","Q","2009-Q4",70.32111,
"EA19","EMP","MEN","PC_WKGPOP","Q","2010-Q1",70.22102,
"EA19","EMP","MEN","PC_WKGPOP","Q","2010-Q2",70.1422,
"EA19","EMP","MEN","PC_WKGPOP","Q","2010-Q3",70.11013,
"EA19","EMP","MEN","PC_WKGPOP","Q","2010-Q4",70.2124,
"EA19","EMP","MEN","PC_WKGPOP","Q","2011-Q1",70.25256,
"EA19","EMP","MEN","PC_WKGPOP","Q","2011-Q2",70.17028,
"EA19","EMP","MEN","PC_WKGPOP","Q","2011-Q3",69.95538,
"EA19","EMP","MEN","PC_WKGPOP","Q","2011-Q4",69.80238,
"EA19","EMP","MEN","PC_WKGPOP","Q","2012-Q1",69.56924,
"EA19","EMP","MEN","PC_WKGPOP","Q","2012-Q2",69.33688,
"EA19","EMP","MEN","PC_WKGPOP","Q","2012-Q3",69.20267,
"EA19","EMP","MEN","PC_WKGPOP","Q","2012-Q4",68.95885,
"EA19","EMP","MEN","PC_WKGPOP","Q","2013-Q1",68.74039,
"EA19","EMP","MEN","PC_WKGPOP","Q","2013-Q2",68.72172,
"EA19","EMP","MEN","PC_WKGPOP","Q","2013-Q3",68.57902,
"EA19","EMP","MEN","PC_WKGPOP","Q","2013-Q4",68.7152,
"EA19","EMP","MEN","PC_WKGPOP","Q","2014-Q1",68.75921,
"EA19","EMP","MEN","PC_WKGPOP","Q","2014-Q2",68.84334,
"EA19","EMP","MEN","PC_WKGPOP","Q","2014-Q3",69.01717,
"EA19","EMP","MEN","PC_WKGPOP","Q","2014-Q4",69.1311,
"EA19","EMP","MEN","PC_WKGPOP","Q","2015-Q1",69.38847,
"EA19","EMP","MEN","PC_WKGPOP","Q","2015-Q2",69.36537,
"EA19","EMP","MEN","PC_WKGPOP","Q","2015-Q3",69.70522,
"EA19","EMP","MEN","PC_WKGPOP","Q","2015-Q4",69.89864,
"EA19","EMP","MEN","PC_WKGPOP","Q","2016-Q1",70.27106,
"EA19","EMP","MEN","PC_WKGPOP","Q","2016-Q2",70.48627,
"EA19","EMP","MEN","PC_WKGPOP","Q","2016-Q3",70.58614,
"EA19","EMP","MEN","PC_WKGPOP","Q","2016-Q4",70.75014,
"EA19","EMP","MEN","PC_WKGPOP","Q","2017-Q1",71.10824,
"EA19","EMP","MEN","PC_WKGPOP","Q","2017-Q2",71.37374,
"EA19","EMP","TOT","PC_WKGPOP","Q","2005-Q1",63.33242,
"EA19","EMP","TOT","PC_WKGPOP","Q","2005-Q2",63.45287,
"EA19","EMP","TOT","PC_WKGPOP","Q","2005-Q3",63.58004,
"EA19","EMP","TOT","PC_WKGPOP","Q","2005-Q4",63.81563,
"EA19","EMP","TOT","PC_WKGPOP","Q","2006-Q1",64.13384,
"EA19","EMP","TOT","PC_WKGPOP","Q","2006-Q2",64.4371,
"EA19","EMP","TOT","PC_WKGPOP","Q","2006-Q3",64.67092,
"EA19","EMP","TOT","PC_WKGPOP","Q","2006-Q4",64.90701,
"EA19","EMP","TOT","PC_WKGPOP","Q","2007-Q1",65.12051,
"EA19","EMP","TOT","PC_WKGPOP","Q","2007-Q2",65.4082,
"EA19","EMP","TOT","PC_WKGPOP","Q","2007-Q3",65.67979,
"EA19","EMP","TOT","PC_WKGPOP","Q","2007-Q4",65.77191,
"EA19","EMP","TOT","PC_WKGPOP","Q","2008-Q1",65.8949,
"EA19","EMP","TOT","PC_WKGPOP","Q","2008-Q2",65.89019,
"EA19","EMP","TOT","PC_WKGPOP","Q","2008-Q3",65.91379,
"EA19","EMP","TOT","PC_WKGPOP","Q","2008-Q4",65.61312,
"EA19","EMP","TOT","PC_WKGPOP","Q","2009-Q1",64.88427,
"EA19","EMP","TOT","PC_WKGPOP","Q","2009-Q2",64.51984,
"EA19","EMP","TOT","PC_WKGPOP","Q","2009-Q3",64.19192,
"EA19","EMP","TOT","PC_WKGPOP","Q","2009-Q4",64.16462,
"EA19","EMP","TOT","PC_WKGPOP","Q","2010-Q1",64.0647,
"EA19","EMP","TOT","PC_WKGPOP","Q","2010-Q2",63.99065,
"EA19","EMP","TOT","PC_WKGPOP","Q","2010-Q3",64.02547,
